Name,Version,Status,Lint command,Lint status,Lint duration,Lint output,Dry with Coq command,Dry with Coq status,Dry with Coq duration,Dry with Coq output,Dry without Coq command,Dry without Coq status,Dry without Coq duration,Dry without Coq output,Deps command,Deps status,Deps duration,Deps output,Package command,Package status,Package duration,Package output,Uninstall command,Uninstall status,Uninstall duration,Uninstall output,Missing removes,Mistake removes
coq:contrib:additions,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:additions/coq:contrib:additions.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:additions,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:additions/coq:contrib:additions.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:ails,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:ails/coq:contrib:ails.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:ails,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:ails/coq:contrib:ails.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:algebra,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:algebra/coq:contrib:algebra.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:algebra,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:algebra/coq:contrib:algebra.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:amm11262,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:amm11262/coq:contrib:amm11262.8.4.dev,256,0,"Wrong name ""coq:contrib:amm11262"", expected only small caps (a-z), dashes or colons (-, :).
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:amm11262,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:amm11262/coq:contrib:amm11262.dev,256,0,"Wrong name ""coq:contrib:amm11262"", expected only small caps (a-z), dashes or colons (-, :).
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:angles,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:angles/coq:contrib:angles.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:angles,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:angles/coq:contrib:angles.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:area-method,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:area-method/coq:contrib:area-method.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:area-method,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:area-method/coq:contrib:area-method.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
